#;PSRJ;;RAJ;;;DECJ;;;PMRA;;;PMDEC;;;Gl;Gb;
 ; ;;(hms);;;(dms);;;(mas/yr);;;(mas/yr);;;(deg);(deg);
1761;J1748-3009;kek+13;17:48:23.7582;3.0e-04;pbm+19;-30:09:11.28;4.0e-02;pbm+19;*;0;*;*;0;*;359.272  ;-1.147   ;
1762;J1749+16;dsm+16;17:49:29;1.2e+02;dsm+16;+16:24;8.0e+00;dsm+16;*;0;*;*;0;*;41.208   ;20.900   ;
1763;J1749-2146;ccb+20;17:49:21.241;1.9e-02;ccb+20;-21:46:31;1.0e+01;ccb+20;*;0;*;*;0;*;6.568    ;2.981    ;
1764;J1749-2347;hfs+04;17:49:15.61;1.2e-01;hfs+04;-23:47:17;8.2e+01;hfs+04;*;0;*;*;0;*;4.828    ;1.967    ;
1765;J1749-2629;mhl+02;17:49:11.28;5.0e-02;mhl+02;-26:29:10;1.9e+01;mhl+02;*;0;*;*;0;*;2.505    ;0.593    ;
1766;J1749-3002;jlm+92;17:49:13.49;2.8e-02;hlk+04;-30:02:35;3.2e+00;hlk+04;*;0;*;*;0;*;359.459  ;-1.244   ;
1767;J1749-4931;bbb+12;17:49:23.77;4.0e-02;bbb+12;-49:31:59;2.0e+00;bbb+12;*;0;*;*;0;*;342.522  ;-11.095  ;
1768;J1749-5417;bsb+19;17:49:47.06;3.0e-02;bsb+19;-54:17:30.7;3.0e-01;bsb+19;*;0;*;*;0;*;338.275  ;-13.427  ;
1769;J1749-5605;mlt+78;17:49:44.5;1.0e-01;nmc81;-56:05:19;3.0e+00;nmc81;*;0;*;*;0;*;336.637  ;-14.262  ;
1770;J1749+5952;scb+19;17:49:33.228;2.0e-03;tbc+20;+59:52:36.13;1.0e-02;tbc+20;*;0;*;*;0;*;88.621   ;30.900   ;
1771;J1750+07;dsm+16;17:50:40;1.2e+02;dsm+16;+07:33;8.0e+00;dsm+16;*;0;*;*;0;*;32.841   ;16.925   ;
1772;J1750-2043;lfl+06;17:50:18.4;5.0e-01;lfl+06;-20:43:08;7.5e+01;lfl+06;*;0;*;*;0;*;7.591    ;3.331    ;
1773;J1750-2438;mhl+02;17:50:59.787;9.0e-03;mhl+02;-24:38:58;7.0e+00;mhl+02;*;0;*;*;0;*;4.291    ;1.185    ;
1774;J1750-2444;hfs+04;17:50:22.96;8.0e-02;hfs+04;-24:44:47;4.2e+01;hfs+04;*;0;*;*;0;*;4.136    ;1.255    ;
1775;J1750-2536;kek+13;17:50:33.39;2.0e-02;kek+13;-25:36:43;3.0e+00;kek+13;*;0;*;*;0;*;3.413    ;0.778    ;
1776;J1750-28;ncb+15;17:50:04.0;2.0e-01;ncb+15;-28:45;7.0e+00;ncb+15;*;0;*;*;0;*;0.663    ;-0.737   ;
1777;J1750-3157;jlm+92;17:50:47.318;8.4e-03;hlk+04;-31:57:44.1;5.8e-01;hlk+04;*;0;*;*;0;*;357.982  ;-2.516   ;
1778;J1750-3503;mld+96;17:50:44.501;6.0e-03;dsb+98;-35:03:08.9;5.0e-01;dsb+98;*;0;*;*;0;*;355.314  ;-4.082   ;
1779;J1750-3703A;dpm+01a;17:50:13.8016;5.0e-04;frb+08;-37:03:10.95;2.0e-02;frb+08;-2.551;2.8e-02;vb21;-5.348;2.8e-02;vb21;353.532  ;-5.009   ;
1780;J1750-3703B;frb+08;17:50:12.1770;4.0e-04;frb+08;-37:03:22.93;2.0e-02;frb+08;-2.551;2.8e-02;vb21;-5.348;2.8e-02;vb21;353.526  ;-5.006   ;
1781;J1750-3703C;frb+08;17:50:13.4541;7.0e-04;frb+08;-37:03:05.58;3.0e-02;frb+08;-2.551;2.8e-02;vb21;-5.348;2.8e-02;vb21;353.533  ;-5.007   ;
1782;J1750-3703D;frb+08;17:50:13.0969;4.0e-04;frb+08;-37:03:06.368;1.7e-02;frb+08;-2.551;2.8e-02;vb21;-5.348;2.8e-02;vb21;353.532  ;-5.006   ;
1783;J1751-2516;mhl+02;17:51:52.63;6.0e-02;mhl+02;-25:16:43;2.6e+01;mhl+02;*;0;*;*;0;*;3.852    ;0.692    ;
1784;J1751-2737;bdf+17;17:51:12.65;2.0e-02;bdf+17;-27:37:19.8;3.0e-01;bdf+17;*;0;*;*;0;*;1.761    ;-0.376   ;
1785;J1751-2857;sfl+05;17:51:32.693197;1.7e-05;dcl+16;-28:57:46.520;3.0e-03;dcl+16;-7.4;1.0e-01;dcl+16;-4.3;1.2e+00;dcl+16;0.646    ;-1.124   ;
1786;J1751-3323;kbm+03;17:51:32.725;1.1e-02;ywml10;-33:23:39.6;9.0e-01;ywml10;*;0;*;*;0;*;356.829  ;-3.382   ;
1787;J1751-4657;wvl69;17:51:42.196;2.0e-03;jbv+19;-46:57:26.53;5.0e-02;jbv+19;-13;5.0e+00;jbv+19;-59;7.0e+00;jbv+19;345.002  ;-10.178  ;
1788;J1752+2359;fcwa95;17:52:35.42;2.0e-02;lwf+04;+23:59:48.2;2.0e-01;lwf+04;*;0;*;*;0;*;49.098   ;23.074   ;
1789;J1752-2410;hfs+04;17:52:58.742;1.5e-02;hfs+04;-24:10:26;1.5e+01;hfs+04;*;0;*;*;0;*;4.930    ;1.039    ;
1790;J1752-2806;tv68;17:52:58.6896;1.7e-03;hlk+04;-28:06:37.3;3.0e-01;hlk+04;-4;6.0e+00;fgml97;-5;5.0e+00;fgml97;1.540    ;-0.961   ;
1791;J1752-2821;mhl+02;17:52:24.55;3.0e-02;mhl+02;-28:21:10;9.0e+00;mhl+02;*;0;*;*;0;*;1.267    ;-0.976   ;
1792;J1753-12;bb10;17:52:53;5.8e+01;bb10;-12:59;1.5e+01;bb10;*;0;*;*;0;*;14.608   ;6.703    ;
1793;J1753-1914;lfl+06;17:53:35.171;1.2e-02;lfl+06;-19:14:58;3.0e+00;lfl+06;*;0;*;*;0;*;9.251    ;3.412    ;
1794;J1753-2240;kkl+09;17:53:39.847;5.0e-03;kkl+09;-22:40:42;1.0e+00;kkl+09;*;0;*;*;0;*;6.299    ;1.663    ;
1795;J1753-2501;cl86;17:53:30.61;2.9e-02;hlk+04;-25:00:25;1.4e+01;hlk+04;*;0;*;*;0;*;4.274    ;0.512    ;
1796;J1753-28;ccb+20;17:53:06;2.4e+01;ccb+20;-28:53;7.0e+00;ccb+20;*;0;*;*;0;*;0.887    ;-1.377   ;
1797;J1753-2819;mic13;17:53:56.1837;4.0e-04;pbm+19;-28:19:30.03;7.0e-02;pbm+19;*;0;*;*;0;*;1.462    ;-1.252   ;
1798;J1753-38;bb10;17:53;1.0e+00;kjv+10;-38:49;7.0e+00;kjv+10;*;0;*;*;0;*;352.277  ;-6.368   ;
1799;J1754+0032;mbc+19;17:54:52;0;mbc+19;+00:36:33;0;mbc+19;*;0;*;*;0;*;26.930   ;12.844   ;
1800;J1754-2422;kjv+10;17:54:36.56;6.0e-02;bbb+12;-24:22:24;4.9e+01;bbb+12;*;0;*;*;0;*;4.947    ;0.618    ;
1801;J1754-3014;mll+06;17:54:30.181;4.0e-02;jcs+17;-30:15:03;5.0e+00;jcs+17;*;0;*;*;0;*;359.862  ;-2.332   ;
1802;J1754-3443;hfs+04;17:54:37.372;1.4e-02;hfs+04;-34:43:53.9;1.0e+00;hfs+04;*;0;*;*;0;*;355.994  ;-4.607   ;
1803;J1754-3510;lfl+06;17:54:54.616;7.0e-03;lfl+06;-35:10:43.0;5.0e-01;lfl+06;*;0;*;*;0;*;355.635  ;-4.882   ;
1804;J1754+5201;dtws85;17:54:22.9068;1.0e-04;dgb+19;+52:01:12.244;1.0e-03;dgb+19;-3.95;5.0e-02;dgb+19;1.11;7.0e-02;dgb+19;79.608   ;29.628   ;
1805;J1755-0903;bbb+12;17:55:10.364;5.0e-03;bbb+12;-09:03:51.6;2.0e-01;bbb+12;*;0;*;*;0;*;18.324   ;8.150    ;
1806;J1755-1650;lfl+06;17:55:11.648;1.8e-02;lfl+06;-16:50:41;3.0e+00;lfl+06;*;0;*;*;0;*;11.527   ;4.291    ;
1807;J1755-2025;kel+09;17:55:35.801;6.0e-03;kel+09;-20:25:00;0;kel+09;*;0;*;*;0;*;8.480    ;2.416    ;
1808;J1755-2521;mhl+02;17:55:59.71;9.0e-02;mhl+02;-25:21:27;4.8e+01;mhl+02;*;0;*;*;0;*;4.255    ;-0.150   ;
1809;J1755-25211;hfs+04;17:55:19.31;5.0e-02;hfs+04;-25:21:09;1.8e+01;hfs+04;*;0;*;*;0;*;4.183    ;-0.016   ;
1810;J1755-2534;hfs+04;17:55:49.82;3.0e-02;hfs+04;-25:34:39;1.1e+01;hfs+04;*;0;*;*;0;*;4.047    ;-0.229   ;
1811;J1755-2550;ncb+15;17:55:38.400;4.0e-03;nkt+18;-25:50:22.0;1.8e+00;nkt+18;*;0;*;*;0;*;3.799    ;-0.323   ;
1812;J1755-26;ncb+15;17:55:16.29;4.0e-02;ncb+15;-26:00;1.0e+00;ncb+15;*;0;*;*;0;*;3.618    ;-0.333   ;
1813;J1755-2725;mhl+02;17:55:41.88;9.0e-02;mhl+02;-27:25:45;2.4e+01;mhl+02;*;0;*;*;0;*;2.432    ;-1.135   ;
1814;J1755-33;kek+13;17:55:12;3.0e+01;kek+13;-33:31;7.0e+00;kek+13;*;0;*;*;0;*;357.109  ;-4.102   ;
1815;J1755-3716;nbb+14;17:55:35.4462;4.0e-04;nbb+14;-37:16:10.78;4.0e-02;nbb+14;*;0;*;*;0;*;353.882  ;-6.041   ;
1816;J1756+1822;naf03;17:56:17.583;8.0e-03;bfrs18;+18:22:55.3;2.0e-01;bfrs18;*;0;*;*;0;*;43.836   ;20.185   ;
1817;J1756-2225;hfs+04;17:56:25.56;8.0e-02;hfs+04;-22:25:48;6.6e+01;hfs+04;*;0;*;*;0;*;6.835    ;1.237    ;
1818;J1756-2251;fsk+04;17:56:46.633812;1.5e-05;fsk+14;-22:51:59.35;2.0e-02;fsk+14;-2.42;8.0e-02;fsk+14;0;2.0e+01;fsk+14;6.499    ;0.948    ;
1819;J1756-2435;cl86;17:56:57.913;4.9e-03;hlk+04;-24:35:34;3.6e+00;hlk+04;*;0;*;*;0;*;5.027    ;0.044    ;
1820;J1756-25;ncb+15;17:56:42;3.0e+01;ncb+15;-25:28;7.0e+00;ncb+15;*;0;*;*;0;*;4.241    ;-0.342   ;
1821;J1756-2619;kel+09;17:57:19.39;2.0e-02;kel+09;-26:19:08;9.0e+00;kel+09;*;0;*;*;0;*;3.574    ;-0.891   ;
1822;J1757-1500;bbb+12;17:57:12.752;1.7e-02;bsb+19;-15:00:28.5;1.7e+00;bsb+19;*;0;*;*;0;*;13.367   ;4.785    ;
1823;J1757-16;fau04;17:57:25;3.0e+01;fau04;-16:26;7.0e+00;fau04;*;0;*;*;0;*;12.151   ;4.034    ;
1824;J1757-1854;cck+18;17:57:03.78438;6.0e-05;cck+18;-18:54:03.376;7.0e-03;cck+18;*;0;*;*;0;*;9.966    ;2.877    ;
1825;J1757-2223;mhl+02;17:57:50.772;4.0e-03;mhl+02;-22:23:49;4.0e+00;mhl+02;*;0;*;*;0;*;7.029    ;0.970    ;
1826;J1757-2421;kom74;17:57:29.3235;1.4e-03;ymw+17;-24:22:07.4;1.4e+00;ymw+17;*;0;*;*;0;*;5.281    ;0.054    ;
1827;J1757-2745;ncb+15;17:57:54.7826;1.0e-04;pbm+19;-27:45:40.16;2.0e-02;pbm+19;-11.4;1.1e+00;pbm+19;54;1.7e+01;pbm+19;2.391    ;-1.727   ;
1828;J1757-5322;eb01;17:57:15.1615;3.0e-04;eb01b;-53:22:26.387;5.0e-03;eb01b;*;0;*;*;0;*;339.637  ;-13.980  ;
1829;J1758-1931;hfs+04;17:58:05.60;7.0e-02;hfs+04;-19:31:41;1.1e+01;hfs+04;*;0;*;*;0;*;9.544    ;2.353    ;
1830;J1758-2206;mhl+02;17:58:44.45;3.0e-02;mhl+02;-22:06:45;1.9e+01;mhl+02;*;0;*;*;0;*;7.378    ;0.933    ;
1831;J1758-2540;mhl+02;17:58:31.94;9.0e-02;mhl+02;-25:40:49;4.6e+01;mhl+02;*;0;*;*;0;*;4.263    ;-0.807   ;
1832;J1758-2630;mhl+02;17:58:34.27;1.4e-01;mhl+02;-26:30:10;2.1e+01;mhl+02;*;0;*;*;0;*;3.555    ;-1.225   ;
1833;J1758-2846;lfl+06;17:58:15.41;3.0e-02;lfl+06;-28:46:02;5.0e+00;lfl+06;*;0;*;*;0;*;1.556    ;-2.294   ;
1834;J1758+3030;cnst96;17:58:25.88;2.0e-02;snt97;+30:30:24.0;6.0e-01;snt97;*;0;*;*;0;*;56.265   ;24.032   ;
1835;J1759-1029;bbb+12;17:59:34.30;4.0e-02;bbb+12;-10:29:57;3.0e+00;bbb+12;*;0;*;*;0;*;17.596   ;6.504    ;
1836;J1759-1736;lfl+06;17:59:28.16;7.0e-02;lfl+06;-17:36:10;7.0e+00;lfl+06;*;0;*;*;0;*;11.378   ;3.028    ;
1837;J1759-1903;hfs+04;17:59:41.76;1.6e-01;hfs+04;-19:03:19;2.7e+01;hfs+04;*;0;*;*;0;*;10.142   ;2.260    ;
1838;J1759-1940;mhl+02;17:59:57.040;1.5e-02;mhl+02;-19:40:29;5.0e+00;mhl+02;*;0;*;*;0;*;9.634    ;1.901    ;
1839;J1759-1956;mhl+02;17:59:35.42;4.0e-02;mhl+02;-19:56:08;1.5e+01;mhl+02;*;0;*;*;0;*;9.366    ;1.845    ;
1840;J1759-2205;mlt+78;17:59:24.164;4.0e-03;lbs+20;-22:05:33;2.0e+00;lbs+20;*;0;*;*;0;*;7.472    ;0.810    ;
1841;J1759-2302;mhl+02;17:59:49.23;9.0e-02;mhl+02;-23:02:08;2.0e+02;mhl+02;*;0;*;*;0;*;6.702    ;0.257    ;
1842;J1759-2307;mhl+02;17:59:30.945;2.0e-02;mhl+02;-23:07:17;4.6e+01;mhl+02;*;0;*;*;0;*;6.593    ;0.275    ;
1843;J1759-24;ncb+15;17:59:24;3.0e+01;ncb+15;-24:02;7.0e+00;ncb+15;*;0;*;*;0;*;5.789    ;-0.156   ;
1844;J1759-2549;mhl+02;17:59:35.12;9.0e-02;mhl+02;-25:49:07;3.4e+01;mhl+02;*;0;*;*;0;*;4.261    ;-1.082   ;
1845;J1759-2922;lml+98;17:59:48.246;1.4e-02;hlk+04;-29:22:07;2.5e+00;hlk+04;*;0;*;*;0;*;1.202    ;-2.887   ;
1846;J1759-3107;hfs+04;17:59:22.056;4.0e-03;lbs+20;-31:07:21.8;5.0e-01;lbs+20;*;0;*;*;0;*;359.629  ;-3.674   ;
1847;J1759+5036;amm+21;17:59:45.672;3.0e-03;amm+21;+50:36:56.96;2.0e-02;amm+21;*;0;*;*;0;*;78.151   ;28.600   ;
1848;J1759-5505;sfj+20;17:59:34.16;2.0e-02;sfj+20;-55:05:30.9;2.0e-01;sfj+20;*;0;*;*;0;*;338.205  ;-15.050  ;
1849;J1800-0125;crh+06a;18:00:22.08;3.0e-02;crh+06a;-01:25:30.6;7.0e-01;crh+06a;*;0;*;*;0;*;25.749   ;10.678   ;
1850;J1800-2114;hfs+04;18:00:12.3;4.0e-01;hfs+04;-21:14:19;7.5e+01;hfs+04;*;0;*;*;0;*;8.306    ;1.073    ;
1851;J1800-2343;moh83;18:00;4.0e+00;moh83;-23:43;1.5e+01;moh83;*;0;*;*;0;*;6.132    ;-0.118   ;
1852;J1800+5034;slr+14;18:00:44.372;1.0e-02;lsk+18;+50:34:21.76;1.4e-01;lsk+18;*;0;*;*;0;*;78.130   ;28.440   ;
1853;J1801-0357;stwd85;18:01:22.628;3.0e-03;lbs+20;-03:57:55.7;2.0e-01;lbs+20;*;0;*;*;0;*;23.595   ;9.257    ;
1854;J1801-0857A;lrfs11;18:01:50.6097;1.0e-04;pmq+21;-08:57:31.853;6.0e-03;pmq+21;-1.551;2.9e-02;vb21;-4.470;2.8e-02;vb21;19.225   ;6.762    ;
1855;J1801-0857B;lrfs11;18:01:50.5642;4.0e-04;pqm+21;-08:57:32.87;2.0e-02;pqm+21;-1.551;2.9e-02;vb21;-4.470;2.8e-02;vb21;19.225   ;6.762    ;
1856;J1801-0857C;lrfs11;18:01:50.73731;7.0e-05;pmq+21;-08:57:32.699;3.0e-03;pmq+21;-1.551;2.9e-02;vb21;-4.470;2.8e-02;vb21;19.225   ;6.762    ;
1857;J1801-0857D;lrfs11;18:01:55.3632;2.0e-04;pmq+21;-08:57:24.284;9.0e-03;pmq+21;-1.551;2.9e-02;vb21;-4.470;2.8e-02;vb21;19.237   ;6.746    ;
1858;J1801-0857E;pmq+21;18:01:50.6232;3.0e-04;pmq+21;-08:57:31.29;2.0e-02;pmq+21;-1.551;2.9e-02;vb21;-4.470;2.8e-02;vb21;19.225   ;6.762    ;
1859;J1801-0857F;pmq+21;18:01:50.7409;3.0e-04;pmq+21;-08:57:31.27;2.0e-02;pmq+21;-1.551;2.9e-02;vb21;-4.470;2.8e-02;vb21;19.226   ;6.762    ;
1860;J1801-0857G;pmq+21;18:01:50.099;2.0e-03;pmq+21;-08:57:27.9;1.0e-01;pmq+21;-1.551;2.9e-02;vb21;-4.470;2.8e-02;vb21;19.225   ;6.765    ;
1861;J1801-0857H;pqm+21;18:01:52.5895;9.0e-04;pqm+21;-08:57:53.15;5.0e-02;pqm+21;-1.551;2.9e-02;vb21;-4.470;2.8e-02;vb21;19.224   ;6.752    ;
1862;J1801-0857I;pqm+21;18:01:50.5;0.0e+00;har10a;-08:57:32;0.0e+00;har10a;-1.551;2.9e-02;vb21;-4.470;2.8e-02;vb21;19.225   ;6.763    ;
1863;J1801-1417;fsk+04;18:01:51.073331;1.9e-05;dcl+16;-14:17:34.526;2.0e-03;dcl+16;-10.89;1.2e-01;dcl+16;-3.0;1.0e+00;dcl+16;14.546   ;4.162    ;
1864;J1801-1855;mhl+02;18:01:22.3;3.0e-01;mhl+02;-18:55:49;4.9e+01;mhl+02;*;0;*;*;0;*;10.447   ;1.978    ;
1865;J1801-1909;mhl+02;18:01:46.69;3.0e-02;mhl+02;-19:09:36;6.0e+00;mhl+02;*;0;*;*;0;*;10.295   ;1.781    ;
1866;J1801-2115;hfs+04;18:01:32.49;1.2e-01;hfs+04;-21:15:18;5.3e+01;hfs+04;*;0;*;*;0;*;8.446    ;0.794    ;
1867;J1801-2154;hfs+04;18:01:08.68;3.5e-01;psj+19;-21:54:07.15;4.5e-01;psj+19;*;0;*;*;0;*;7.838    ;0.554    ;
1868;J1801-2304;mdt85;18:01:19.81488;6.0e-04;ddb+17;-23:04:44.637;1.0e-02;ddb+17;*;0;*;*;0;*;6.837    ;-0.066   ;
1869;J1801-2451;mdt85;18:01:00.016;8.0e-03;zbcg08;-24:51:27.5;2.0e-01;zbcg08;-11;9.0e+00;zbcg08;-1;1.5e+01;zbcg08;5.254    ;-0.882   ;
1870;J1801-2920;jlm+92;18:01:46.839;3.0e-03;lbs+20;-29:20:38.1;3.0e-01;lbs+20;*;0;*;*;0;*;1.437    ;-3.249   ;
1871;J1801-3210;kjv+10;18:01:25.8872;1.0e-04;pbm+19;-32:10:53.733;9.0e-03;pbm+19;-4.0;6.0e-01;pbm+19;-4;3.0e+00;pbm+19;358.922  ;-4.577   ;
1872;J1801-3458;lfl+06;18:01:52.66;1.1e-01;lfl+06;-34:58:37;7.0e+00;lfl+06;*;0;*;*;0;*;356.517  ;-6.023   ;
1873;J1802+0128;ebvb01;18:02:27.45;2.0e-02;ebvb01;+01:28:23.7;4.0e-01;ebvb01;*;0;*;*;0;*;28.612   ;11.562   ;
1874;J1802+03;dsm+13;18:02:44;3.0e+01;dsm+13;+03:38;8.0e+00;dsm+13;*;0;*;*;0;*;30.608   ;12.488   ;
1875;J1802-0523;bbb+12;18:02:12.14;8.0e-02;bsb+19;-05:23:29;4.0e+00;bsb+19;*;0;*;*;0;*;22.425   ;8.398    ;
1876;J1802-1745;mhl+02;18:02:14.85;3.0e-02;mhl+02;-17:45:17;7.0e+00;mhl+02;*;0;*;*;0;*;11.573   ;2.377    ;
1877;J1802-2124;fsk+04;18:02:05.335576;9.0e-06;fsk+10;-21:24:03.649;3.0e-03;fsk+10;-0.85;1.0e-01;fsk+10;4.8;0;fsk+10;8.382    ;0.611    ;
1878;J1802-2426;mhl+02;18:02:03.10;4.0e-02;mhl+02;-24:26:43;3.0e+01;mhl+02;*;0;*;*;0;*;5.731    ;-0.886   ;
1879;J1802-3346;kjv+10;18:02:55.2;1.0e-01;bbb+12;-33:46:45;5.0e+00;bbb+12;*;0;*;*;0;*;357.675  ;-5.629   ;
1880;J1803+1358;aab+22;18:03:11;0;aab+22;+13:59:26;0;aab+22;*;0;*;*;0;*;40.299   ;16.902   ;
1881;J1803-1616;hfs+04;18:03:34.68;3.0e-02;hfs+04;-16:16:30;4.0e+00;hfs+04;*;0;*;*;0;*;13.020   ;2.827    ;
1882;J1803-1857;mhl+02;18:03:59.06;3.0e-02;mhl+02;-18:57:19;8.0e+00;mhl+02;*;0;*;*;0;*;10.730   ;1.428    ;
1883;J1803-1920;hfs+04;18:03:29.44;3.0e-02;hfs+04;-19:20:41;7.0e+00;hfs+04;*;0;*;*;0;*;10.334   ;1.338    ;
1884;J1803-2137;cl86;18:03:51.4105;1.0e-03;bckf06;-21:37:07.351;1.0e-02;bckf06;11.6;1.8e+00;bckf06;14.8;2.3e+00;bckf06;8.395    ;0.146    ;
1885;J1803-2149;pga+12;18:03:09.632;9.0e-03;pga+12;-21:49:13;4.0e+00;pga+12;*;0;*;*;0;*;8.140    ;0.187    ;
1886;J1803-2712;jlm+92;18:03:31.692;1.6e-02;hlk+04;-27:12:06;3.6e+00;hlk+04;*;0;*;*;0;*;3.494    ;-2.532   ;
1887;J1803-3002A;pdc+05;18:03:34.0;0;har10a;-30:02:02;0;har10a;2.566;3.9e-02;vb21;-6.438;3.6e-02;vb21;1.025    ;-3.925   ;
1888;J1803-3002B;fre08;18:03:34.0;0;har10a;-30:02:02;0;har10a;2.566;3.9e-02;vb21;-6.438;3.6e-02;vb21;1.025    ;-3.925   ;
1889;J1803-3002C;fre08;18:03:34.0;0;har10a;-30:02:02;0;har10a;2.566;3.9e-02;vb21;-6.438;3.6e-02;vb21;1.025    ;-3.925   ;
1890;J1803-3002D;rgf+21;18:03:34.0;0;har10a;-30:02:02;0;har10a;2.566;3.9e-02;vb21;-6.438;3.6e-02;vb21;1.025    ;-3.925   ;
1891;J1803-3329;kjv+10;18:03:44.453;4.0e-03;bbb+12;-33:29:10.7;3.0e-01;bbb+12;*;0;*;*;0;*;358.015  ;-5.637   ;
1892;J1804-0735;dbl+93;18:04:49.8954;1.6e-03;hlk+04;-07:35:24.69;1.1e-01;hlk+04;-6.896;2.6e-02;vb21;-3.537;2.6e-02;vb21;20.792   ;6.773    ;
1893;J1804-2228;mhl+02;18:04:28.19;9.0e-02;mhl+02;-22:28:18;5.5e+01;mhl+02;*;0;*;*;0;*;7.722    ;-0.397   ;
1894;J1804-2717;llb+96;18:04:21.133087;1.9e-05;dcl+16;-27:17:31.335;4.0e-03;dcl+16;2.56;1.5e-01;dcl+16;-17;3.0e+00;dcl+16;3.505    ;-2.736   ;
1895;J1804-28;kek+13;18:04:48;3.0e+01;kek+13;-28:07;7.0e+00;kek+13;*;0;*;*;0;*;2.833    ;-3.225   ;
1896;J1804-2858;mbc+19;18:04:01.52323;4.0e-05;pbm+19;-28:58:46.608;7.0e-03;pbm+19;-6.4;5.0e-01;pbm+19;-11;5.0e+00;pbm+19;1.995    ;-3.498   ;
1897;J1805+0306;stwd85;18:05:10.154;1.9e-03;hlk+04;+03:06:30.27;1.1e-01;hlk+04;*;0;*;*;0;*;30.413   ;11.708   ;
1898;J1805+0615;cck+16;18:05:42.39969;3.0e-05;drc+21;+06:15:18.606;1.3e-02;drc+21;8.7;1.3e+00;drc+21;12.8;2.9e+00;drc+21;33.351   ;13.005   ;
1899;J1805-0619;ebvb01;18:05:31.436;9.0e-03;ebvb01;-06:19:45.4;4.0e-01;ebvb01;*;0;*;*;0;*;21.990   ;7.225    ;
1900;J1805-1504;lfl+06;18:05:06.10;1.7e-01;lfl+06;-15:04:36;1.8e+01;lfl+06;*;0;*;*;0;*;14.246   ;3.093    ;
1901;J1805-2032;mhl+02;18:05:37.09;6.0e-02;mhl+02;-20:32:51;2.1e+01;mhl+02;*;0;*;*;0;*;9.530    ;0.313    ;
1902;J1805-2037;mhl+02;18:05:28.19;3.0e-02;mhl+02;-20:37:16;1.1e+01;mhl+02;*;0;*;*;0;*;9.449    ;0.307    ;
1903;J1805-2447;hfs+04;18:05:25.93;3.0e-02;hfs+04;-24:47:30;1.4e+01;hfs+04;*;0;*;*;0;*;5.807    ;-1.725   ;
1904;J1805-2948;bbb+12;18:05:42.49;1.0e-02;bbb+12;-29:48:00;2.0e+00;bbb+12;*;0;*;*;0;*;1.456    ;-4.217   ;
1905;J1806+1023;ebvb01;18:06:52.114;3.0e-03;jbo+09;+10:23:18.30;1.2e-01;jbo+09;*;0;*;*;0;*;37.305   ;14.560   ;
1906;J1806-1154;stwd85;18:06:06.791;9.6e-03;hlk+04;-11:54:28.7;1.1e+00;hlk+04;*;0;*;*;0;*;17.142   ;4.417    ;
1907;J1806-1618;hfs+04;18:06:25.78;6.0e-02;hfs+04;-16:18:38;8.0e+00;hfs+04;*;0;*;*;0;*;13.323   ;2.213    ;
1908;J1806-1920;mhl+02;18:06:06.6;2.0e-01;mhl+02;-19:20:23;4.0e+01;mhl+02;*;0;*;*;0;*;10.641   ;0.802    ;
1909;J1806-2125;mhl+02;18:06:19.80;2.7e-01;psj+19;-21:27:55.58;7.3e-01;psj+19;*;0;*;*;0;*;8.811    ;-0.280   ;
1910;J1806+2819;kmk+18;18:06:25.0658;5.0e-04;kmk+18;+28:19:01.115;5.0e-03;kmk+18;*;0;*;*;0;*;54.645   ;21.667   ;
1911;J1807+04;dsm+13;18:07:25;3.0e+01;dsm+13;+04:05;8.0e+00;dsm+13;*;0;*;*;0;*;31.560   ;11.650   ;
1912;J1807+0756;rtj+96;18:07:51.235;2.0e-03;clm+05;+07:56:43.39;5.0e-02;clm+05;*;0;*;*;0;*;35.149   ;13.276   ;
1913;J1807-0847;mlt+78;18:07:38.0274;4.0e-04;hlk+04;-08:47:43.27;2.0e-02;hlk+04;-5;4.0e+00;fgml97;1;4.0e+00;fgml97;20.061   ;5.587    ;
1914;J1807-2459A;rgh+01;18:07:20.355604;1.6e-05;lfrj12;-24:59:52.9015;6.5e-03;lfrj12;-2.304;3.1e-02;vb21;-18.604;3.0e-02;vb21;5.837    ;-2.203   ;
1915;J1807-2459B;cha03;18:07:20.871209;5.3e-05;lfrj12;-25:00:01.915;1.7e-02;lfrj12;-2.304;3.1e-02;vb21;-18.604;3.0e-02;vb21;5.836    ;-2.206   ;
1916;J1807-2557;kle+10;18:07:13.66;1.0e-02;kkl+11;-25:57:20;5.0e+00;kkl+11;*;0;*;*;0;*;4.987    ;-2.646   ;
1917;J1807-2715;mlt+78;18:07:08.495;8.2e-03;hlk+04;-27:15:03.0;1.4e+00;hlk+04;*;0;*;*;0;*;3.843    ;-3.257   ;
1918;J1808+00;cnst96;18:08:19;1.6e+01;cnst96;+00:34;5.0e+00;cnst96;*;0;*;*;0;*;28.480   ;9.844    ;
1919;J1808-0813;mld+96;18:08:09.432;9.4e-03;hlk+04;-08:13:01.8;6.8e-01;hlk+04;*;0;*;*;0;*;20.634   ;5.750    ;
1920;J1808-1020;lfl+06;18:08:45.634;6.0e-03;lfl+06;-10:20:48.3;4.0e-01;lfl+06;*;0;*;*;0;*;18.828   ;4.600    ;
1921;J1808-1517;eklk13;18:08:39.09;2.0e-02;eklk13;-15:17:40;2.0e+00;eklk13;*;0;*;*;0;*;14.472   ;2.239    ;
